DateTime,close
2023-03-27 15:09:00,12835.25
2023-03-27 15:10:00,12825.75
2023-03-27 15:11:00,12833.0
2023-03-27 15:12:00,12843.5
2023-03-27 15:13:00,12845.75
2023-03-27 15:14:00,12848.0
2023-03-27 15:15:00,12850.5
2023-03-27 15:16:00,12845.5
2023-03-27 15:17:00,12849.5
2023-03-27 15:18:00,12845.75
2023-03-27 15:19:00,12836.5
2023-03-27 15:20:00,12840.75
2023-03-27 15:21:00,12850.5
2023-03-27 15:22:00,12849.25
2023-03-27 15:23:00,12844.0
2023-03-27 15:24:00,12843.25
2023-03-27 15:25:00,12845.5
2023-03-27 15:26:00,12838.5
2023-03-27 15:27:00,12841.5
2023-03-27 15:28:00,12841.75
2023-03-27 15:29:00,12848.5
2023-03-27 15:30:00,12850.25
2023-03-27 15:31:00,12847.0
2023-03-27 15:32:00,12853.75
2023-03-27 15:33:00,12849.25
2023-03-27 15:34:00,12847.75
2023-03-27 15:35:00,12847.5
2023-03-27 15:36:00,12841.5
2023-03-27 15:37:00,12840.5
2023-03-27 15:38:00,12832.75
2023-03-27 15:39:00,12838.0
2023-03-27 15:40:00,12829.5
2023-03-27 15:41:00,12828.25
2023-03-27 15:42:00,12818.5
2023-03-27 15:43:00,12820.75
2023-03-27 15:44:00,12826.25
2023-03-27 15:45:00,12820.5
2023-03-27 15:46:00,12822.25
2023-03-27 15:47:00,12824.5
2023-03-27 15:48:00,12823.5
2023-03-27 15:49:00,12822.25
2023-03-27 15:50:00,12818.25
2023-03-27 15:51:00,12821.5
2023-03-27 15:52:00,12812.0
2023-03-27 15:53:00,12799.25
2023-03-27 15:54:00,12799.25
2023-03-27 15:55:00,12789.5
2023-03-27 15:56:00,12786.5
2023-03-27 15:57:00,12786.25
2023-03-27 15:58:00,12786.0
2023-03-27 15:59:00,12781.75
2023-03-27 16:00:00,12786.25
2023-03-27 16:01:00,12784.5
2023-03-27 16:02:00,12773.75
2023-03-27 16:03:00,12778.25
2023-03-27 16:04:00,12786.5
2023-03-27 16:05:00,12775.5
2023-03-27 16:06:00,12776.25
2023-03-27 16:07:00,12775.25
2023-03-27 16:08:00,12770.5
2023-03-27 16:09:00,12778.25
2023-03-27 16:10:00,12775.5
2023-03-27 16:11:00,12775.0
2023-03-27 16:12:00,12780.0
2023-03-27 16:13:00,12784.5
2023-03-27 16:14:00,12783.0
2023-03-27 16:15:00,12792.25
2023-03-27 16:16:00,12793.75
2023-03-27 16:17:00,12791.75
2023-03-27 16:18:00,12795.0
2023-03-27 16:19:00,12798.5
2023-03-27 16:20:00,12800.25
2023-03-27 16:21:00,12798.5
2023-03-27 16:22:00,12802.5
2023-03-27 16:23:00,12806.25
2023-03-27 16:24:00,12809.5
2023-03-27 16:25:00,12809.25
2023-03-27 16:26:00,12807.75
2023-03-27 16:27:00,12808.25
2023-03-27 16:28:00,12810.75
2023-03-27 16:29:00,12815.25
2023-03-27 16:30:00,12813.0
2023-03-27 16:31:00,12808.0
2023-03-27 16:32:00,12802.0
2023-03-27 16:33:00,12798.5
2023-03-27 16:34:00,12795.0
2023-03-27 16:35:00,12793.75
2023-03-27 16:36:00,12795.0
2023-03-27 16:37:00,12788.25
2023-03-27 16:38:00,12788.75
2023-03-27 16:39:00,12784.0
2023-03-27 16:40:00,12780.0
2023-03-27 16:41:00,12769.0
2023-03-27 16:42:00,12775.5
2023-03-27 16:43:00,12775.25
2023-03-27 16:44:00,12782.25
2023-03-27 16:45:00,12785.25
2023-03-27 16:46:00,12786.75
2023-03-27 16:47:00,12779.25
2023-03-27 16:48:00,12788.0
2023-03-27 16:49:00,12790.75
2023-03-27 16:50:00,12797.0
2023-03-27 16:51:00,12798.5
2023-03-27 16:52:00,12792.5
2023-03-27 16:53:00,12787.75
2023-03-27 16:54:00,12791.0
2023-03-27 16:55:00,12787.75
2023-03-27 16:56:00,12792.5
2023-03-27 16:57:00,12786.75
2023-03-27 16:58:00,12786.0
2023-03-27 16:59:00,12790.5
2023-03-27 17:00:00,12789.0
2023-03-27 17:01:00,12795.5
2023-03-27 17:02:00,12789.75
2023-03-27 17:03:00,12797.5
2023-03-27 17:04:00,12799.0
2023-03-27 17:05:00,12795.5
2023-03-27 17:06:00,12797.0
2023-03-27 17:07:00,12801.5
2023-03-27 17:08:00,12802.5
2023-03-27 17:09:00,12793.5
2023-03-27 17:10:00,12791.5
2023-03-27 17:11:00,12777.5
2023-03-27 17:12:00,12784.0
2023-03-27 17:13:00,12779.25
2023-03-27 17:14:00,12780.75
2023-03-27 17:15:00,12778.75
2023-03-27 17:16:00,12773.5
2023-03-27 17:17:00,12771.5
2023-03-27 17:18:00,12777.5
2023-03-27 17:19:00,12785.25
2023-03-27 17:20:00,12787.5
2023-03-27 17:21:00,12796.25
2023-03-27 17:22:00,12801.5
2023-03-27 17:23:00,12800.75
2023-03-27 17:24:00,12801.75
2023-03-27 17:25:00,12802.75
2023-03-27 17:26:00,12801.0
2023-03-27 17:27:00,12802.25
2023-03-27 17:28:00,12803.0
2023-03-27 17:29:00,12804.0
2023-03-27 17:30:00,12811.5
2023-03-27 17:31:00,12805.75
2023-03-27 17:32:00,12807.75
2023-03-27 17:33:00,12809.25
2023-03-27 17:34:00,12813.25
2023-03-27 17:35:00,12812.75
2023-03-27 17:36:00,12810.5
2023-03-27 17:37:00,12814.25
2023-03-27 17:38:00,12811.0
2023-03-27 17:39:00,12812.0
2023-03-27 17:40:00,12819.75
2023-03-27 17:41:00,12821.0
2023-03-27 17:42:00,12819.25
2023-03-27 17:43:00,12818.0
2023-03-27 17:44:00,12826.5
2023-03-27 17:45:00,12824.75
2023-03-27 17:46:00,12824.75
2023-03-27 17:47:00,12831.75
2023-03-27 17:48:00,12829.75
2023-03-27 17:49:00,12826.75
2023-03-27 17:50:00,12822.75
2023-03-27 17:51:00,12823.0
2023-03-27 17:52:00,12820.5
2023-03-27 17:53:00,12816.25
2023-03-27 17:54:00,12809.75
2023-03-27 17:55:00,12811.25
2023-03-27 17:56:00,12815.0
2023-03-27 17:57:00,12812.25
2023-03-27 17:58:00,12810.25
2023-03-27 17:59:00,12806.5
2023-03-27 18:00:00,12801.5
2023-03-27 18:01:00,12796.0
2023-03-27 18:02:00,12796.5
2023-03-27 18:03:00,12796.25
2023-03-27 18:04:00,12794.0
2023-03-27 18:05:00,12796.75
2023-03-27 18:06:00,12790.5
2023-03-27 18:07:00,12794.5
2023-03-27 18:08:00,12795.25
2023-03-27 18:09:00,12797.5
2023-03-27 18:10:00,12805.5
2023-03-27 18:11:00,12803.0
2023-03-27 18:12:00,12808.0
2023-03-27 18:13:00,12811.75
2023-03-27 18:14:00,12816.25
2023-03-27 18:15:00,12813.5
2023-03-27 18:16:00,12819.75
